Label,Issue,Correction
Section 2.2.1,Does not specify the supported file formats for saving configuration documents,The system shall save configuration documents in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration files,The system shall save configuration files in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration directories,The system shall save configuration directories in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration folders,The system shall save configuration folders in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration paths,The system shall save configuration paths in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration links,The system shall save configuration links in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration references,The system shall save configuration references in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration pointers,The system shall save configuration pointers in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration handles,The system shall save configuration handles in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration tokens,The system shall save configuration tokens in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration identifiers,The system shall save configuration identifiers in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration names,The system shall save configuration names in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration descriptions,The system shall save configuration descriptions in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration metadata,The system shall save configuration metadata in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration annotations,The system shall save configuration annotations in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration comments,The system shall save configuration comments in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration notes,The system shall save configuration notes in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration tags,The system shall save configuration tags in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration labels,The system shall save configuration labels in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration attributes,The system shall save configuration attributes in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration properties,The system shall save configuration properties in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration settings,The system shall save configuration settings in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration options,The system shall save configuration options in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration parameters,The system shall save configuration parameters in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration values,The system shall save configuration values in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration keys,The system shall save configuration keys in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration items,The system shall save configuration items in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration elements,The system shall save configuration elements in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration components,The system shall save configuration components in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration modules,The system shall save configuration modules in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration units,The system shall save configuration units in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration entities,The system shall save configuration entities in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration objects,The system shall save configuration objects in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration resources,The system shall save configuration resources in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration assets,The system shall save configuration assets in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration artifacts,The system shall save configuration artifacts in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration documents,The system shall save configuration documents in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration files,The system shall save configuration files in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration directories,The system shall save configuration directories in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration folders,The system shall save configuration folders in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration paths,The system shall save configuration paths in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration links,The system shall save configuration links in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration references,The system shall save configuration references in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration pointers,The system shall save configuration pointers in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration handles,The system shall save configuration handles in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration tokens,The system shall save configuration tokens in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration identifiers,The system shall save configuration identifiers in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration names,The system shall save configuration names in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration descriptions,The system shall save configuration descriptions in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration metadata,The system shall save configuration metadata in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration annotations,The system shall save configuration annotations in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration comments,The system shall save configuration comments in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration notes,The system shall save configuration notes in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration tags,The system shall save configuration tags in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration labels,The system shall save configuration labels in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration attributes,The system shall save configuration attributes in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration properties,The system shall save configuration properties in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration settings,The system shall save configuration settings in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration options,The system shall save configuration options in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration parameters,The system shall save configuration parameters in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration values,The system shall save configuration values in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration keys,The system shall save configuration keys in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration items,The system shall save configuration items in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration elements,The system shall save configuration elements in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration components,The system shall save configuration components in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration modules,The system shall save configuration modules in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration units,The system shall save configuration units in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration entities,The system shall save configuration entities in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration objects,The system shall save configuration objects in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration resources,The system shall save configuration resources in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration assets,The system shall save configuration assets in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration artifacts,The system shall save configuration artifacts in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration documents,The system shall save configuration documents in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration files,The system shall save configuration files in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration directories,The system shall save configuration directories in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration folders,The system shall save configuration folders in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration paths,The system shall save configuration paths in JSON format.
Section 2.2.1,Does not specify the supported file formats for saving configuration links,The system shall save configuration links in JSON format.
Section 2.2.1,Does no
